transaccion_id,cliente_id,monto,categoria,fecha,categoria_nombre,mes,margen_beneficio,proveedor_principal,precio_promedio_mercado,participacion_mercado,crecimiento_anual,competidores_principales,rating_promedio,beneficio,año,trimestre,dia_semana,es_fin_semana,beneficio_calculado,categoria_rentabilidad,tipo_compra,nombre_dia,monto_normalizado,valor_cliente,categoria_ingreso,fidelidad
3118,628,26.84359822711703,1,2024-11-24,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,6.710899556779258,2024,4,6,True,6.710899556779258,Baja,Micro,Domingo,0.0864098121401896,Alto_Valor,Alto,Satisfecho
3119,629,63.78190661521367,5,2024-11-29,Libros y Medios,11,0.45,BookHub,24.99,0.08,-0.03,25,4.7,28.70185797684616,2024,4,4,False,28.701857976846156,Media,Pequeña,Viernes,0.2177459265768357,Bajo_Valor,Medio,Muy_Satisfecho
3120,629,105.75526104284369,1,2024-06-29,Electrónicos,6,0.25,TechCorp,299.99,0.15,0.08,8,4.2,26.43881526071092,2024,2,5,True,26.43881526071092,Media,Pequeña,Sábado,0.3669844142324742,Bajo_Valor,Medio,Muy_Satisfecho
3121,629,15.253549487268671,1,2024-10-07,Electrónicos,10,0.25,TechCorp,299.99,0.15,0.08,8,4.2,3.813387371817168,2024,4,0,False,3.813387371817168,Baja,Micro,Lunes,0.0452007791863806,Bajo_Valor,Medio,Muy_Satisfecho
3122,629,49.507311836217625,3,2024-11-04,Hogar y Jardín,11,0.3,HomeMax,149.99,0.18,0.06,15,4.1,14.852193550865287,2024,4,0,False,14.852193550865287,Baja,Micro,Lunes,0.1669918478103289,Bajo_Valor,Medio,Muy_Satisfecho
3123,630,87.02914864526407,4,2024-08-24,Deportes,8,0.35,SportPro,119.99,0.12,0.15,10,4.3,30.460202025842424,2024,3,5,True,30.460202025842424,Media,Pequeña,Sábado,0.3004027284941375,Medio_Valor,Medio,Muy_Satisfecho
3124,630,135.07954128108128,2,2024-06-05,Ropa y Accesorios,6,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,54.03181651243251,2024,2,2,False,54.03181651243251,Media,Pequeña,Miércoles,0.4712484477847671,Medio_Valor,Medio,Muy_Satisfecho
3125,630,9.898359570830516,4,2024-09-07,Deportes,9,0.35,SportPro,119.99,0.12,0.15,10,4.3,3.4644258497906804,2024,3,5,True,3.4644258497906804,Baja,Micro,Sábado,0.0261601174347466,Medio_Valor,Medio,Muy_Satisfecho
3126,630,63.52845128782134,2,2024-08-08,Ropa y Accesorios,8,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,25.41138051512854,2024,3,3,False,25.41138051512854,Media,Pequeña,Jueves,0.2168447527187035,Medio_Valor,Medio,Muy_Satisfecho
3127,630,47.371587929824784,1,2024-12-03,Electrónicos,12,0.25,TechCorp,299.99,0.15,0.08,8,4.2,11.842896982456196,2024,4,1,False,11.842896982456196,Baja,Micro,Martes,0.159398168196525,Medio_Valor,Medio,Muy_Satisfecho
3128,630,67.14695072393685,2,2024-08-10,Ropa y Accesorios,8,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,26.858780289574742,2024,3,5,True,26.858780289574742,Media,Pequeña,Sábado,0.2297105193650114,Medio_Valor,Medio,Muy_Satisfecho
3129,631,90.60071923702584,3,2024-07-29,Hogar y Jardín,7,0.3,HomeMax,149.99,0.18,0.06,15,4.1,27.18021577110775,2024,3,0,False,27.18021577110775,Media,Pequeña,Lunes,0.3131016371455511,Riesgo,Medio,Insatisfecho
3130,631,20.15478080153612,2,2024-12-02,Ropa y Accesorios,12,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,8.061912320614447,2024,4,0,False,8.061912320614448,Baja,Micro,Lunes,0.0626273670530448,Riesgo,Medio,Insatisfecho
3131,632,35.722374682589084,3,2024-05-13,Hogar y Jardín,5,0.3,HomeMax,149.99,0.18,0.06,15,4.1,10.716712404776723,2024,2,0,False,10.716712404776723,Baja,Micro,Lunes,0.1179787726990075,Riesgo,Bajo,Insatisfecho
3132,632,38.60590447544346,1,2024-11-27,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,9.651476118860865,2024,4,2,False,9.651476118860865,Baja,Micro,Miércoles,0.1282313158007875,Riesgo,Bajo,Insatisfecho
3133,632,53.37933360322119,3,2024-09-15,Hogar y Jardín,9,0.3,HomeMax,149.99,0.18,0.06,15,4.1,16.013800080966355,2024,3,6,True,16.013800080966355,Baja,Pequeña,Domingo,0.1807590265492514,Riesgo,Bajo,Insatisfecho
3134,632,121.09607702668792,2,2024-02-04,Ropa y Accesorios,2,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,48.43843081067517,2024,1,6,True,48.43843081067517,Media,Pequeña,Domingo,0.4215294990381164,Riesgo,Bajo,Insatisfecho
3135,633,33.66617472936719,2,2024-07-01,Ropa y Accesorios,7,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,13.466469891746875,2024,3,0,False,13.466469891746875,Baja,Micro,Lunes,0.1106678447181257,Bajo_Valor,Bajo,Neutral
3136,633,43.25170748222392,3,2024-10-29,Hogar y Jardín,10,0.3,HomeMax,149.99,0.18,0.06,15,4.1,12.975512244667176,2024,4,1,False,12.975512244667176,Baja,Micro,Martes,0.1447497147739591,Bajo_Valor,Bajo,Neutral
3137,634,26.19230288431047,3,2024-06-09,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,7.857690865293141,2024,2,6,True,7.857690865293141,Baja,Micro,Domingo,0.0840940970084576,Alto_Valor,Alto,Muy_Satisfecho
3138,634,53.6811646420313,1,2024-04-02,Electrónicos,4,0.25,TechCorp,299.99,0.15,0.08,8,4.2,13.420291160507825,2024,2,1,False,13.420291160507825,Baja,Pequeña,Martes,0.1818322028148561,Alto_Valor,Alto,Muy_Satisfecho
3139,634,56.8361555168582,4,2024-07-15,Deportes,7,0.35,SportPro,119.99,0.12,0.15,10,4.3,19.892654430900368,2024,3,0,False,19.892654430900368,Baja,Pequeña,Lunes,0.1930499401900839,Alto_Valor,Alto,Muy_Satisfecho
3140,634,59.6027022636615,3,2024-11-10,Hogar y Jardín,11,0.3,HomeMax,149.99,0.18,0.06,15,4.1,17.88081067909845,2024,4,6,True,17.88081067909845,Baja,Pequeña,Domingo,0.2028865438676247,Alto_Valor,Alto,Muy_Satisfecho
3141,634,215.45338297630173,1,2024-07-24,Electrónicos,7,0.25,TechCorp,299.99,0.15,0.08,8,4.2,53.86334574407543,2024,3,2,False,53.86334574407543,Media,Grande,Miércoles,0.7570219044273572,Alto_Valor,Alto,Muy_Satisfecho
3142,634,105.2399248880668,5,2024-12-17,Libros y Medios,12,0.45,BookHub,24.99,0.08,-0.03,25,4.7,47.357966199630056,2024,4,1,False,47.357966199630056,Media,Pequeña,Martes,0.3651521092041548,Alto_Valor,Alto,Muy_Satisfecho
3143,634,65.18975365462099,3,2024-01-18,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,19.55692609638629,2024,1,3,False,19.55692609638629,Baja,Pequeña,Jueves,0.2227516013883135,Alto_Valor,Alto,Muy_Satisfecho
3144,634,89.73495779689246,2,2024-08-21,Ropa y Accesorios,8,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,35.893983118756985,2024,3,2,False,35.893983118756985,Media,Pequeña,Miércoles,0.3100233764309149,Alto_Valor,Alto,Muy_Satisfecho
3145,635,45.91662004645031,1,2024-11-28,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,11.479155011612578,2024,4,3,False,11.479155011612578,Baja,Micro,Jueves,0.1542249527253451,Bajo_Valor,Medio,Insatisfecho
3146,635,191.9064917738399,2,2024-03-06,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,76.76259670953596,2024,1,2,False,76.76259670953596,Alta,Grande,Miércoles,0.6732996839861428,Bajo_Valor,Medio,Insatisfecho
3147,635,107.9826527225152,1,2024-08-31,Electrónicos,8,0.25,TechCorp,299.99,0.15,0.08,8,4.2,26.9956631806288,2024,3,5,True,26.9956631806288,Media,Pequeña,Sábado,0.3749040234756208,Bajo_Valor,Medio,Insatisfecho
3148,635,99.62227012429078,2,2024-10-02,Ropa y Accesorios,10,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,39.84890804971632,2024,4,2,False,39.84890804971632,Media,Pequeña,Miércoles,0.3451782397684171,Bajo_Valor,Medio,Insatisfecho
3149,635,137.6015557577315,2,2024-07-17,Ropa y Accesorios,7,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,55.0406223030926,2024,3,2,False,55.0406223030926,Media,Pequeña,Miércoles,0.4802156040074097,Bajo_Valor,Medio,Insatisfecho
3150,635,165.7618588135636,3,2024-01-18,Hogar y Jardín,1,0.3,HomeMax,149.99,0.18,0.06,15,4.1,49.72855764406908,2024,1,3,False,49.72855764406908,Media,Grande,Jueves,0.5803410549580339,Bajo_Valor,Medio,Insatisfecho
3151,635,34.25620425527548,1,2024-03-12,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,8.56405106381887,2024,1,1,False,8.56405106381887,Baja,Micro,Martes,0.1127657259887435,Bajo_Valor,Medio,Insatisfecho
3152,636,128.4315613572168,4,2024-06-03,Deportes,6,0.35,SportPro,119.99,0.12,0.15,10,4.3,44.95104647502588,2024,2,0,False,44.95104647502588,Media,Pequeña,Lunes,0.4476112026007252,Bajo_Valor,Bajo,Muy_Satisfecho
3153,636,85.90971917187807,2,2024-06-18,Ropa y Accesorios,6,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,34.363887668751225,2024,2,1,False,34.363887668751225,Media,Pequeña,Martes,0.2964225376344024,Bajo_Valor,Bajo,Muy_Satisfecho
3154,637,78.85234972236242,2,2024-11-17,Ropa y Accesorios,11,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,31.54093988894497,2024,4,6,True,31.54093988894497,Media,Pequeña,Domingo,0.2713296862806039,Bajo_Valor,Bajo,Insatisfecho
3155,637,154.19591649054462,4,2024-12-20,Deportes,12,0.35,SportPro,119.99,0.12,0.15,10,4.3,53.968570771690615,2024,4,4,False,53.968570771690615,Media,Grande,Viernes,0.5392177336477062,Bajo_Valor,Bajo,Insatisfecho
3156,637,36.31698142618334,3,2024-10-08,Hogar y Jardín,10,0.3,HomeMax,149.99,0.18,0.06,15,4.1,10.895094427855,2024,4,1,False,10.895094427855,Baja,Micro,Martes,0.120092928509853,Bajo_Valor,Bajo,Insatisfecho
3157,637,65.86642668081375,2,2024-05-30,Ropa y Accesorios,5,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,26.34657067232549,2024,2,3,False,26.346570672325495,Media,Pequeña,Jueves,0.225157548219189,Bajo_Valor,Bajo,Insatisfecho
3158,637,60.61030388293396,2,2024-09-17,Ropa y Accesorios,9,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,24.244121553173585,2024,3,1,False,24.244121553173585,Baja,Pequeña,Martes,0.2064691248614518,Bajo_Valor,Bajo,Insatisfecho
3159,638,85.19664107088643,2,2024-03-20,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,34.07865642835457,2024,1,2,False,34.07865642835457,Media,Pequeña,Miércoles,0.2938871506293959,Riesgo,Medio,Insatisfecho
3160,638,87.48303628572629,3,2024-04-15,Hogar y Jardín,4,0.3,HomeMax,149.99,0.18,0.06,15,4.1,26.24491088571789,2024,2,0,False,26.24491088571789,Media,Pequeña,Lunes,0.3020165500709895,Riesgo,Medio,Insatisfecho
3161,638,125.50692204648676,2,2024-01-11,Ropa y Accesorios,1,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,50.20276881859471,2024,1,3,False,50.20276881859471,Media,Pequeña,Jueves,0.4372124924279624,Riesgo,Medio,Insatisfecho
3162,638,69.40152043059817,3,2024-07-26,Hogar y Jardín,7,0.3,HomeMax,149.99,0.18,0.06,15,4.1,20.82045612917945,2024,3,4,False,20.82045612917945,Baja,Pequeña,Viernes,0.2377267615244625,Riesgo,Medio,Insatisfecho
3163,638,161.31782368360086,3,2024-05-09,Hogar y Jardín,5,0.3,HomeMax,149.99,0.18,0.06,15,4.1,48.395347105080255,2024,2,3,False,48.395347105080255,Media,Grande,Jueves,0.564540052371317,Riesgo,Medio,Insatisfecho
3164,638,90.78348935086136,1,2024-06-19,Electrónicos,6,0.25,TechCorp,299.99,0.15,0.08,8,4.2,22.69587233771534,2024,2,2,False,22.69587233771534,Baja,Pequeña,Miércoles,0.3137514859782073,Riesgo,Medio,Insatisfecho
3165,639,33.79834904338319,2,2024-02-02,Ropa y Accesorios,2,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,13.519339617353276,2024,1,4,False,13.519339617353276,Baja,Micro,Viernes,0.1111377975012581,Alto_Valor,Premium,Muy_Satisfecho
3166,639,46.677963722479085,1,2024-01-24,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,11.669490930619771,2024,1,2,False,11.669490930619771,Baja,Micro,Miércoles,0.1569319505420821,Alto_Valor,Premium,Muy_Satisfecho
3167,639,99.43790918821416,2,2024-07-15,Ropa y Accesorios,7,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,39.77516367528567,2024,3,0,False,39.77516367528567,Media,Pequeña,Lunes,0.344522734682916,Alto_Valor,Premium,Muy_Satisfecho
3168,639,87.27426936203251,2,2024-02-15,Ropa y Accesorios,2,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,34.909707744813005,2024,1,3,False,34.909707744813005,Media,Pequeña,Jueves,0.301274268202184,Alto_Valor,Premium,Muy_Satisfecho
3169,639,84.42059956030785,2,2024-09-30,Ropa y Accesorios,9,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,33.76823982412314,2024,3,0,False,33.76823982412314,Media,Pequeña,Lunes,0.2911278938824415,Alto_Valor,Premium,Muy_Satisfecho
3170,639,174.69024386720432,4,2024-08-18,Deportes,8,0.35,SportPro,119.99,0.12,0.15,10,4.3,61.14158535352151,2024,3,6,True,61.14158535352151,Media,Grande,Domingo,0.6120864015185514,Alto_Valor,Premium,Muy_Satisfecho
3171,639,118.1507683240639,1,2024-05-12,Electrónicos,5,0.25,TechCorp,299.99,0.15,0.08,8,4.2,29.537692081015976,2024,2,6,True,29.537692081015976,Media,Pequeña,Domingo,0.411057297746307,Alto_Valor,Premium,Muy_Satisfecho
3172,640,52.63647607142785,5,2024-09-20,Libros y Medios,9,0.45,BookHub,24.99,0.08,-0.03,25,4.7,23.68641423214253,2024,3,4,False,23.68641423214253,Baja,Pequeña,Viernes,0.178117757198726,Bajo_Valor,Bajo,Insatisfecho
3173,640,61.68155277911714,2,2024-03-25,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,24.67262111164686,2024,1,0,False,24.67262111164686,Baja,Pequeña,Lunes,0.2102780071237642,Bajo_Valor,Bajo,Insatisfecho
3174,640,50.87980936144773,2,2024-11-08,Ropa y Accesorios,11,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,20.351923744579093,2024,4,4,False,20.351923744579093,Baja,Pequeña,Viernes,0.1718718355494459,Bajo_Valor,Bajo,Insatisfecho
3175,640,38.97209142726992,3,2024-01-05,Hogar y Jardín,1,0.3,Proveedor_Desconocido,149.99,0.18,0.06,15,4.1,11.691627428180976,2024,1,4,False,11.691627428180976,Baja,Micro,Viernes,0.1295333129281325,Bajo_Valor,Bajo,Insatisfecho
3176,640,181.5752552279508,4,2024-09-25,Deportes,9,0.35,SportPro,119.99,0.12,0.15,10,4.3,63.55133932978278,2024,3,2,False,63.55133932978278,Media,Grande,Miércoles,0.6365664245470019,Bajo_Valor,Bajo,Insatisfecho
3177,640,86.84140552391419,2,2024-12-04,Ropa y Accesorios,12,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,34.73656220956568,2024,4,2,False,34.73656220956568,Media,Pequeña,Miércoles,0.2997351978695287,Bajo_Valor,Bajo,Insatisfecho
3178,640,30.19586150884762,3,2024-08-08,Hogar y Jardín,8,0.3,HomeMax,149.99,0.18,0.06,15,4.1,9.058758452654288,2024,3,3,False,9.058758452654288,Baja,Micro,Jueves,0.0983289620201828,Bajo_Valor,Bajo,Insatisfecho
3179,641,152.67136251900894,4,2024-07-12,Deportes,7,0.35,SportPro,119.99,0.12,0.15,10,4.3,53.43497688165313,2024,3,4,False,53.43497688165313,Media,Grande,Viernes,0.5337971011496848,Bajo_Valor,Medio,Muy_Satisfecho
3180,641,42.604392255779686,4,2024-12-11,Deportes,12,0.35,SportPro,119.99,0.12,0.15,10,4.3,14.911537289522888,2024,4,2,False,14.911537289522888,Baja,Micro,Miércoles,0.1424481511570324,Bajo_Valor,Medio,Muy_Satisfecho
3181,641,78.03059846727632,1,2024-03-09,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,19.50764961681908,2024,1,5,True,19.50764961681908,Baja,Pequeña,Sábado,0.2684079061129115,Bajo_Valor,Medio,Muy_Satisfecho
3182,641,71.29468744090588,4,2024-10-14,Deportes,10,0.35,SportPro,119.99,0.12,0.15,10,4.3,24.953140604317056,2024,4,0,False,24.953140604317056,Baja,Pequeña,Lunes,0.2444580172306275,Bajo_Valor,Medio,Muy_Satisfecho
3183,641,23.74239275809457,4,2024-12-23,Deportes,12,0.35,SportPro,119.99,0.12,0.15,10,4.3,8.3098374653331,2024,4,0,False,8.3098374653331,Baja,Micro,Lunes,0.0753833116277205,Bajo_Valor,Medio,Muy_Satisfecho
3184,641,16.046381975673775,3,2024-06-24,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,4.813914592702132,2024,2,0,False,4.813914592702132,Baja,Micro,Lunes,0.0480197371454792,Bajo_Valor,Medio,Muy_Satisfecho
3185,641,105.97826975612584,4,2024-11-20,Deportes,11,0.35,SportPro,119.99,0.12,0.15,10,4.3,37.09239441464404,2024,4,2,False,37.09239441464404,Media,Pequeña,Miércoles,0.3677773335394512,Bajo_Valor,Medio,Muy_Satisfecho
3186,642,133.17123850026397,5,2024-08-26,Libros y Medios,8,0.45,BookHub,24.99,0.08,-0.03,25,4.7,59.92705732511879,2024,3,0,False,59.92705732511879,Media,Pequeña,Lunes,0.4644633760438544,Riesgo,Alto,Insatisfecho
3187,642,80.95638225501865,2,2024-06-27,Ropa y Accesorios,6,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,32.38255290200746,2024,2,3,False,32.38255290200746,Media,Pequeña,Jueves,0.2788106855343871,Riesgo,Alto,Insatisfecho
3188,642,246.80857305697828,1,2024-09-12,Electrónicos,9,0.25,TechCorp,299.99,0.15,0.08,8,4.2,61.70214326424457,2024,3,3,False,61.70214326424457,Media,Grande,Jueves,0.8685069456304236,Riesgo,Alto,Insatisfecho
3189,642,44.90754055172738,2,2024-07-29,Ropa y Accesorios,7,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,17.963016220690953,2024,3,0,False,17.963016220690953,Baja,Micro,Lunes,0.1506371170669772,Riesgo,Alto,Insatisfecho
3190,642,19.36523634006997,1,2024-08-14,Electrónicos,8,0.25,TechCorp,299.99,0.15,0.08,8,4.2,4.8413090850174925,2024,3,2,False,4.8413090850174925,Baja,Micro,Miércoles,0.0598200998481028,Riesgo,Alto,Insatisfecho
3191,642,88.38557181345583,1,2024-03-12,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,22.09639295336396,2024,1,1,False,22.09639295336396,Baja,Pequeña,Martes,0.3052255630043274,Riesgo,Alto,Insatisfecho
3192,643,35.659897634138105,3,2024-03-05,Hogar y Jardín,3,0.3,HomeMax,149.99,0.18,0.06,15,4.1,10.697969290241431,2024,1,1,False,10.697969290241431,Baja,Micro,Martes,0.117756632239872,Riesgo,Medio,Insatisfecho
3193,643,65.66346418101226,2,2024-06-14,Ropa y Accesorios,6,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,26.265385672404904,2024,2,4,False,26.265385672404904,Media,Pequeña,Viernes,0.2244359042873606,Riesgo,Medio,Insatisfecho
3194,643,119.56463461284784,3,2024-08-01,Hogar y Jardín,8,0.3,HomeMax,149.99,0.18,0.06,15,4.1,35.86939038385435,2024,3,3,False,35.86939038385435,Media,Pequeña,Jueves,0.4160843743181644,Riesgo,Medio,Insatisfecho
3195,643,48.44804449827878,4,2024-01-17,Deportes,1,0.35,SportPro,119.99,0.12,0.15,10,4.3,16.956815574397574,2024,1,2,False,16.956815574397574,Baja,Micro,Miércoles,0.1632255666137766,Riesgo,Medio,Insatisfecho
3196,643,65.70710763242754,2,2024-12-01,Ropa y Accesorios,12,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,26.282843052971018,2024,4,6,True,26.282843052971018,Media,Pequeña,Domingo,0.2245910808934267,Riesgo,Medio,Insatisfecho
3197,644,129.66184954035268,5,2024-06-21,Libros y Medios,6,0.45,BookHub,24.99,0.08,-0.03,25,4.7,58.3478322931587,2024,2,4,False,58.3478322931587,Media,Pequeña,Viernes,0.4519855574821864,Medio_Valor,Medio,Neutral
3198,644,60.62385967912686,1,2024-05-08,Electrónicos,5,0.25,TechCorp,299.99,0.15,0.08,8,4.2,15.155964919781717,2024,2,2,False,15.155964919781717,Baja,Pequeña,Miércoles,0.2065173232137251,Medio_Valor,Medio,Neutral
3199,644,88.37887214296647,4,2024-01-03,Deportes,1,0.35,SportPro,119.99,0.12,0.15,10,4.3,30.932605250038264,2024,1,2,False,30.932605250038264,Media,Pequeña,Miércoles,0.3052017419705964,Medio_Valor,Medio,Neutral
3200,644,94.7946551432353,4,2024-09-04,Deportes,9,0.35,SportPro,119.99,0.12,0.15,10,4.3,33.178129300132355,2024,3,2,False,33.178129300132355,Media,Pequeña,Miércoles,0.32801339867861,Medio_Valor,Medio,Neutral
3201,644,60.94023768999415,2,2024-03-10,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,24.37609507599766,2024,1,6,True,24.37609507599766,Baja,Pequeña,Domingo,0.2076422220099542,Medio_Valor,Medio,Neutral
3202,645,62.12490197738121,1,2024-02-21,Electrónicos,2,0.25,TechCorp,299.99,0.15,0.08,8,4.2,15.531225494345302,2024,1,2,False,15.531225494345302,Baja,Pequeña,Miércoles,0.2118543587104916,Riesgo,Bajo,Insatisfecho
3203,645,67.28230952446067,2,2024-09-15,Ropa y Accesorios,9,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,26.91292380978427,2024,3,6,True,26.91292380978427,Media,Pequeña,Domingo,0.2301917947588064,Riesgo,Bajo,Insatisfecho
3204,645,45.06031402916423,4,2024-08-26,Deportes,8,0.35,SportPro,119.99,0.12,0.15,10,4.3,15.77110991020748,2024,3,0,False,15.77110991020748,Baja,Micro,Lunes,0.1511803112680954,Riesgo,Bajo,Insatisfecho
3205,645,85.84300610115496,4,2024-04-03,Deportes,4,0.35,SportPro,119.99,0.12,0.15,10,4.3,30.04505213540424,2024,2,2,False,30.045052135404237,Media,Pequeña,Miércoles,0.2961853357734278,Riesgo,Bajo,Insatisfecho
3206,645,45.708616320340525,2,2024-02-16,Ropa y Accesorios,2,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,18.28344652813621,2024,1,4,False,18.28344652813621,Baja,Micro,Viernes,0.1534853844460244,Riesgo,Bajo,Insatisfecho
3207,645,49.668595030706655,3,2024-03-15,Hogar y Jardín,3,0.3,HomeMax,149.99,0.18,0.06,15,4.1,14.900578509211996,2024,1,4,False,14.900578509211996,Baja,Micro,Viernes,0.1675652987617251,Riesgo,Bajo,Insatisfecho
3208,645,36.09208239366879,1,2024-03-31,Electrónicos,3,0.25,TechCorp,299.99,0.15,0.08,8,4.2,9.023020598417196,2024,1,6,True,9.023020598417196,Baja,Micro,Domingo,0.1192932880725951,Riesgo,Bajo,Insatisfecho
3209,645,135.49686996382272,2,2024-03-26,Ropa y Accesorios,3,0.4,FashionWorld,89.99,0.22,0.12,12,4.5,54.19874798552909,2024,1,1,False,54.19874798552909,Media,Pequeña,Martes,0.4727322820485984,Riesgo,Bajo,Insatisfecho
3210,646,27.2059107653709,5,2024-01-06,Libros y Medios,1,0.45,BookHub,24.99,0.08,-0.03,25,4.7,12.242659844416904,2024,1,5,True,12.242659844416904,Baja,Micro,Sábado,0.087698033584604,Medio_Valor,Medio,Muy_Satisfecho
3211,646,177.09116069282277,1,2024-08-17,Electrónicos,8,0.25,TechCorp,299.99,0.15,0.08,8,4.2,44.27279017320569,2024,3,5,True,44.27279017320569,Media,Grande,Sábado,0.6206229886207347,Medio_Valor,Medio,Muy_Satisfecho
3212,646,63.38918414582615,5,2024-12-16,Libros y Medios,12,0.45,BookHub,24.99,0.08,-0.03,25,4.7,28.525132865621767,2024,4,0,False,28.525132865621767,Media,Pequeña,Lunes,0.2163495810095346,Medio_Valor,Medio,Muy_Satisfecho
3213,646,52.792221215218895,4,2024-11-12,Deportes,11,0.35,SportPro,119.99,0.12,0.15,10,4.3,18.47727742532661,2024,4,1,False,18.47727742532661,Baja,Pequeña,Martes,0.178671517317164,Medio_Valor,Medio,Muy_Satisfecho
3214,646,36.14139540742987,5,2024-02-12,Libros y Medios,2,0.45,BookHub,24.99,0.08,-0.03,25,4.7,16.263627933343443,2024,1,0,False,16.263627933343443,Baja,Micro,Lunes,0.1194686231082577,Medio_Valor,Medio,Muy_Satisfecho
3215,646,38.60034687208142,1,2024-11-07,Electrónicos,11,0.25,TechCorp,299.99,0.15,0.08,8,4.2,9.650086718020354,2024,4,3,False,9.650086718020354,Baja,Micro,Jueves,0.1282115554472953,Medio_Valor,Medio,Muy_Satisfecho
3216,646,45.54690897957002,1,2024-07-16,Electrónicos,7,0.25,TechCorp,299.99,0.15,0.08,8,4.2,11.386727244892503,2024,3,1,False,11.386727244892503,Baja,Micro,Martes,0.1529104254200305,Medio_Valor,Medio,Muy_Satisfecho
3217,647,283.7910208325225,1,2024-10-29,Electrónicos,10,0.25,TechCorp,299.99,0.15,0.08,8,4.2,70.94775520813063,2024,4,1,False,70.94775520813063,Media,Grande,Martes,1.0,Riesgo,Medio,Insatisfecho
3218,647,45.49240822845311,3,2024-06-30,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,13.647722468535932,2024,2,6,True,13.647722468535932,Baja,Micro,Domingo,0.1527166451090761,Riesgo,Medio,Insatisfecho
3219,647,89.68253197820817,3,2024-06-17,Hogar y Jardín,6,0.3,HomeMax,149.99,0.18,0.06,15,4.1,26.90475959346245,2024,2,0,False,26.90475959346245,Media,Pequeña,Lunes,0.3098369736522654,Riesgo,Medio,Insatisfecho
3220,647,58.82096499598865,1,2024-07-21,Electrónicos,7,0.25,TechCorp,299.99,0.15,0.08,8,4.2,14.705241248997163,2024,3,6,True,14.705241248997163,Baja,Pequeña,Domingo,0.2001070355542566,Riesgo,Medio,Insatisfecho
3221,648,185.2872741361583,4,2024-07-12,Deportes,7,0.35,SportPro,119.99,0.12,0.15,10,4.3,64.85054594765539,2024,3,4,False,64.85054594765539,Media,Grande,Viernes,0.6497647046359849,Medio_Valor,Medio,Muy_Satisfecho
3222,648,77.1897621226921,1,2024-01-31,Electrónicos,1,0.25,TechCorp,299.99,0.15,0.08,8,4.2,19.297440530673025,2024,1,2,False,19.297440530673025,Baja,Pequeña,Miércoles,0.2654182678973621,Medio_Valor,Medio,Muy_Satisfecho
3223,648,30.55179655820147,1,2024-04-11,Electrónicos,4,0.25,TechCorp,299.99,0.15,0.08,8,4.2,7.637949139550368,2024,2,3,False,7.637949139550368,Baja,Micro,Jueves,0.0995945079645936,Medio_Valor,Medio,Muy_Satisfecho
